Referencia,Modelo,Cuadro,Rueda,Talla,Color,Año,E-SYSTEM,DLR ID,DLR Name,Payment,Target AVB,Categoría, Promoción, Tarifa, PVP,Sep Net,Oct Net,Nov Net,Dec Net,Jan Net,Feb Net,Mar Net,Apr Net,Mai Net
2810160,Xyron ST 4.0,Herren,29,XL,alu raw matt / black ,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.254,00 € ","  4.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810423,Xyron ST 4.0,Herren,29,S,black / black,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.254,00 € ","  4.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810424,Xyron ST 4.0,Herren,29,M,black / black,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.254,00 € ","  4.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810425,Xyron ST 4.0,Herren,29,L,black / black,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.254,00 € ","  4.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810426,Xyron ST 4.0,Herren,29,XL,black / black,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.254,00 € ","  4.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810162,Xyron ST 5.0,Herren,29,S,bronze matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810163,Xyron ST 5.0,Herren,29,M,bronze matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810164,Xyron ST 5.0,Herren,29,L,bronze matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810165,Xyron ST 5.0,Herren,29,XL,bronze matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810427,Xyron ST 5.0,Herren,29,S,graphit grey matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810428,Xyron ST 5.0,Herren,29,M,graphit grey matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810429,Xyron ST 5.0,Herren,29,L,graphit grey matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810431,Xyron ST 5.0,Herren,29,XL,graphit grey matt / black matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810168,Xyron ST 6.0,Herren,29,S,alu raw matt / plum matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.122,00 € ","  5.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810169,Xyron ST 6.0,Herren,29,M,alu raw matt / plum matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.122,00 € ","  5.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810170,Xyron ST 6.0,Herren,29,L,alu raw matt / plum matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.122,00 € ","  5.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810171,Xyron ST 6.0,Herren,29,XL,alu raw matt / plum matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.122,00 € ","  5.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810175,Xyron ST 8.0,Herren,29,S,carbon raw / graphit grey matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810176,Xyron ST 8.0,Herren,29,M,carbon raw / graphit grey matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810177,Xyron ST 8.0,Herren,29,L,carbon raw / graphit grey matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810178,Xyron ST 8.0,Herren,29,XL,carbon raw / graphit grey matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810432,Xyron ST 8.0,Herren,29,S,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810433,Xyron ST 8.0,Herren,29,M,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810434,Xyron ST 8.0,Herren,29,L,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810435,Xyron ST 8.0,Herren,29,XL,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.339,00 € ","  5.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810180,Xyron ST 10.0,Herren,29,S,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  5.785,00 € ","  7.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810181,Xyron ST 10.0,Herren,29,M,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  5.785,00 € ","  7.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810183,Xyron ST 10.0,Herren,29,L,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  5.785,00 € ","  7.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810184,Xyron ST 10.0,Herren,29,XL,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  5.785,00 € ","  7.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810186,Xyron LT 9.0,Herren,29,S,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.700,00 € ","  6.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810187,Xyron LT 9.0,Herren,29,M,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.700,00 € ","  6.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810188,Xyron LT 9.0,Herren,29,L,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.700,00 € ","  6.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810189,Xyron LT 9.0,Herren,29,XL,desert matt / bronze matt,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  4.700,00 € ","  6.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810191,Xyron LT 11.0,Herren,29,S,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  6.145,00 € ","  8.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810192,Xyron LT 11.0,Herren,29,M,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  6.145,00 € ","  8.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810193,Xyron LT 11.0,Herren,29,L,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  6.145,00 € ","  8.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810194,Xyron LT 11.0,Herren,29,XL,dark teal,2025,BES 3 CX 2 bolt BDU38,#REF!,#REF!,#REF!,#REF!,XYRON ST / LT,,"  6.145,00 € ","  8.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825172,Xyron SUV 2.9,SUV FS,29,S,black metallic / desert metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  2.827,95 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825180,Xyron SUV 2.9,SUV FS,29,M,black metallic / desert metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  2.827,95 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825198,Xyron SUV 2.9,SUV FS,29,L,black metallic / desert metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  2.827,95 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825255,Xyron SUV 2.9,SUV FS,29,XXL,black metallic / desert metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  2.827,95 € ","  4.699,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825263,Xyron SUV 4.9,SUV FS,29,S,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.833,00 € ","  5.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825271,Xyron SUV 4.9,SUV FS,29,M,shadowgrey metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.833,00 € ","  5.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825354,Xyron SUV 4.9,SUV FS,29,S,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.833,00 € ","  5.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825362,Xyron SUV 4.9,SUV FS,29,M,anthracite matt / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.833,00 € ","  5.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825404,Xyron SUV 6.9,SUV FS,29,S,blue metallic / bronze metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  4.195,00 € ","  5.799,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825453,Xyron SUV 6.9,SUV FS,29,M,blue metallic / bronze metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  4.195,00 € ","  5.799,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810124,Xyron SUV 4.0,Herren,29,S,black,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810126,Xyron SUV 4.0,Herren,29,M,black,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810127,Xyron SUV 4.0,Herren,29,L,black,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810128,Xyron SUV 4.0,Herren,29,XL,black,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810129,Xyron SUV 4.0,Herren,29,XXL,black,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810393,Xyron SUV 4.0,Herren,29,S,reseda green matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810394,Xyron SUV 4.0,Herren,29,M,reseda green matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810395,Xyron SUV 4.0,Herren,29,L,reseda green matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810396,Xyron SUV 4.0,Herren,29,XL,reseda green matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810397,Xyron SUV 4.0,Herren,29,XXL,reseda green matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.544,00 € ","  4.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810130,Xyron SUV 5.0,Herren,29,S,desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810131,Xyron SUV 5.0,Herren,29,M,desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810132,Xyron SUV 5.0,Herren,29,L,desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810134,Xyron SUV 5.0,Herren,29,XL,desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810135,Xyron SUV 5.0,Herren,29,XXL,desert matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810399,Xyron SUV 5.0,Herren,29,S,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810400,Xyron SUV 5.0,Herren,29,M,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810401,Xyron SUV 5.0,Herren,29,L,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810402,Xyron SUV 5.0,Herren,29,XL,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,XYRON SUV,,"  3.616,00 € ","  4.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
