Referencia,Modelo,Cuadro,Rueda,Talla,Color,Año,E-SYSTEM,DLR ID,DLR Name,Payment,Target AVB,Categoría, Promoción, Tarifa, PVP,Sep Net,Oct Net,Nov Net,Dec Net,Jan Net,Feb Net,Mar Net,Apr Net,Mai Net
2892974,Cairon C 2.0 500,Trapez,27,XS,black metallic / mint,2024,BES 2 CX ,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.549,95 € ","  1.744,95 € ","  2.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823029,Cairon C 2.0 500,Herren,27,S,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823037,Cairon C 2.0 500,Herren,29,M,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823045,Cairon C 2.0 500,Herren,29,L,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823052,Cairon C 2.0 500,Herren,29,XL,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823086,Cairon C 2.0 500,Trapez,27,S,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823094,Cairon C 2.0 500,Trapez,29,M,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823102,Cairon C 2.0 500,Trapez,29,L,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823144,Cairon C 2.0 500,Trapez,29,XL,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823177,Cairon C 2.0 500,Herren,27,S,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823185,Cairon C 2.0 500,Herren,29,M,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823201,Cairon C 2.0 500,Herren,29,XL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823276,Cairon C 2.0 500,Trapez,27,XS,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823284,Cairon C 2.0 500,Trapez,27,S,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823292,Cairon C 2.0 500,Trapez,29,M,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823300,Cairon C 2.0 500,Trapez,29,L,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823342,Cairon C 2.0 500,Trapez,29,XL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.732,95 € ","  1.985,95 € ","  3.299,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819498,Cairon C 2.0 625,Herren,27,S,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819548,Cairon C 2.0 625,Herren,29,M,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819597,Cairon C 2.0 625,Herren,29,L,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819605,Cairon C 2.0 625,Herren,29,XL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819647,Cairon C 2.0 625,Trapez,29,M,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819654,Cairon C 2.0 625,Trapez,29,L,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819662,Cairon C 2.0 625,Trapez,29,XL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823466,Cairon C 2.0 625,Herren,27,S,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823474,Cairon C 2.0 625,Herren,29,M,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823482,Cairon C 2.0 625,Herren,29,L,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823599,Cairon C 2.0 625,Trapez,29,L,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823656,Cairon C 2.0 625,Wave,27,S,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823680,Cairon C 2.0 625,Wave,27,XL,darkpetrol metallic / red,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,"  1.837,95 € ","  2.105,95 € ","  3.499,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819761,Cairon C 3.0,Herren,27,S,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819779,Cairon C 3.0,Herren,29,M,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819787,Cairon C 3.0,Herren,29,L,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819795,Cairon C 3.0,Herren,29,XL,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819811,Cairon C 3.0,Wave,27,XS,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819829,Cairon C 3.0,Wave,27,S,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819837,Cairon C 3.0,Wave,27,M,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819845,Cairon C 3.0,Wave,27,L,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2819852,Cairon C 3.0,Wave,27,XL,red metallic / black metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823698,Cairon C 3.0,Herren,27,S,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823706,Cairon C 3.0,Herren,29,M,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823755,Cairon C 3.0,Herren,29,XL,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823771,Cairon C 3.0,Trapez,27,XS,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823789,Cairon C 3.0,Trapez,27,S,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823797,Cairon C 3.0,Trapez,29,M,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823805,Cairon C 3.0,Trapez,29,L,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823847,Cairon C 3.0,Trapez,29,XL,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823862,Cairon C 3.0,Wave,27,S,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823870,Cairon C 3.0,Wave,27,M,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823888,Cairon C 3.0,Wave,27,L,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2823896,Cairon C 3.0,Wave,27,XL,black metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  2.820,00 € ","  3.899,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810096,Cairon C FS 2.0,Wave,27,S,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810097,Cairon C FS 2.0,Wave,27,M,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810098,Cairon C FS 2.0,Wave,27,L,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810099,Cairon C FS 2.0,Wave,27,XL,graphit grey matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810365,Cairon C FS 2.0,Wave,27,S,rustred,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810366,Cairon C FS 2.0,Wave,27,M,rustred,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810367,Cairon C FS 2.0,Wave,27,L,rustred,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810368,Cairon C FS 2.0,Wave,27,XL,rustred,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810369,Cairon C FS 2.0,Wave,27,S,mint matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810370,Cairon C FS 2.0,Wave,27,M,mint matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810371,Cairon C FS 2.0,Wave,27,L,mint matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2810373,Cairon C FS 2.0,Wave,27,XL,mint matt,2025,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON C / C FS,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894848,Cairon S 5.0 ,Trapez,29,M,black metallic / red metallic matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894855,Cairon S 5.0 ,Trapez,29,L,black metallic / red metallic matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894863,Cairon S 5.0 ,Trapez,29,XL,black metallic / red metallic matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894871,Cairon S 5.0 ,Herren,29,S,darkblue metallic / lightblue,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894913,Cairon S 5.0 ,Herren,29,XXL,darkblue metallic / lightblue,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894921,Cairon S 5.0 ,Trapez,29,S,darkblue metallic / lightblue,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894939,Cairon S 5.0 ,Trapez,29,M,darkblue metallic / lightblue,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894947,Cairon S 5.0 ,Trapez,29,L,darkblue metallic / lightblue,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894954,Cairon S 5.0 ,Trapez,29,XL,darkblue metallic / lightblue,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.640,00 € ","  3.649,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2894962,Cairon S 6.0,Herren,29,S,red metallic / shadowgrey metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.893,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2895019,Cairon S 6.0,Trapez,29,S,red metallic / shadowgrey metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.893,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2895027,Cairon S 6.0,Trapez,29,M,red metallic / shadowgrey metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  2.893,00 € ","  3.999,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2895068,Cairon S 8.0,Herren,29,M,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2895118,Cairon S 8.0,Trapez,29,M,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2895126,Cairon S 8.0,Trapez,29,L,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2895134,Cairon S 8.0,Trapez,29,XL,black metallic / gold matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,,"  3.037,00 € ","  4.199,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825602,Cairon S 2.0 500,Herren,29,M,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825669,Cairon S 2.0 500,Herren,29,L,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825677,Cairon S 2.0 500,Herren,29,XL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825685,Cairon S 2.0 500,Herren,29,XXL,black metallic matt / turquoise metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825701,Cairon S 2.0 500,Trapez,27,S,topaz metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825719,Cairon S 2.0 500,Trapez,29,M,topaz metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825727,Cairon S 2.0 500,Trapez,29,L,topaz metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825735,Cairon S 2.0 500,Trapez,29,XL,topaz metallic / red metallic,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825743,Cairon S 2.0 500,Herren,27,S,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
2825750,Cairon S 2.0 500,Herren,29,M,shadowgrey metallic / desert matt,2024,BES 3 CX Smart Sys.,#REF!,#REF!,#REF!,#REF!,CAIRON S,"  1.627,95 € ","  1.864,95 € ","  3.099,95 € ",#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
